Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
ASIX,AdvanSix Inc.,18.46,$517.44M,2016,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/asix,
AVK,Advent Convertible and Income Fund,15.86,$547.57M,2003,n/a,n/a,https://old.nasdaq.com/symbol/avk,
IMPX,AEA-Bridges Impact Corp.,9.71,$500.07M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/impx,
IMPX.U,AEA-Bridges Impact Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/impx.u,
IMPX.WS,AEA-Bridges Impact Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/impx.ws,
ACM,AECOM,52.28,$7.88B,2007,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/acm,
AEFC,Aegon Funding Company LLC,26.3799,n/a,2019,Finance,Life Insurance,https://old.nasdaq.com/symbol/aefc,
AEB,Aegon NV,25.1,n/a,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/aeb,
AEG,Aegon NV,3.63,$7.36B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/aeg,
AENZ,Aenza S.A.A.,2.27,$395.85M,2018,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/aenz,
AER,Aercap Holdings N.V.,38.66,$5.02B,2006,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/aer,
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",38.07,$2.91B,n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/ajrd,
AMG,"Affiliated Managers Group, Inc.",91.13,$4.13B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/amg,
MGR,"Affiliated Managers Group, Inc.",27.74,n/a,2019,Finance,Investment Managers,https://old.nasdaq.com/symbol/mgr,
MGRB,"Affiliated Managers Group, Inc.",26.27,n/a,2020,Finance,Investment Managers,https://old.nasdaq.com/symbol/mgrb,
AFL,Aflac Incorporated,45.28,$31.81B,n/a,Finance,Accident &Health Insurance,https://old.nasdaq.com/symbol/afl,
MITT,"AG Mortgage Investment Trust, Inc.",3.49,$142.12M,2011,n/a,n/a,https://old.nasdaq.com/symbol/mitt,
MITT^A,"AG Mortgage Investment Trust, Inc.",20.66,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mitt^a,
MITT^B,"AG Mortgage Investment Trust, Inc.",20.52,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mitt^b,
MITT^C,"AG Mortgage Investment Trust, Inc.",20,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mitt^c,
AGCO,AGCO Corporation,93.46,$7B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/agco,
A,"Agilent Technologies, Inc.",114.09,$34.91B,1999,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/a,
AEM,Agnico Eagle Mines Limited,64.47,$15.62B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/aem,
ADC,Agree Realty Corporation,65.88,$3.65B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/adc,
AL,Air Lease Corporation,37.98,$4.32B,2011,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/al,
AL^A,Air Lease Corporation,26.46,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/al^a,
APD,"Air Products and Chemicals, Inc.",277.83,$61.41B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/apd,
AJAX.U,Ajax I,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/ajax.u,
ALP^Q,Alabama Power Company,28.09,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alp^q,
ALG,"Alamo Group, Inc.",138.64,$1.65B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/alg,
AGI,Alamos Gold Inc.,8.24,$3.24B,2015,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/agi,
ALK,"Alaska Air Group, Inc.",51.55,$6.37B,n/a,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/alk,
AIN,Albany International Corporation,70.76,$2.29B,n/a,Basic Industries,Textiles,https://old.nasdaq.com/symbol/ain,
ALB,Albemarle Corporation,137.66,$14.65B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/alb,
ACI,"Albertsons Companies, Inc.",15.86,$7.5B,2020,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/aci,
AA,Alcoa Corporation,20.48,$3.81B,2016,Basic Industries,Aluminum,https://old.nasdaq.com/symbol/aa,
ALC,Alcon Inc.,63.79,$31.21B,2019,Health Care,Ophthalmic Goods,https://old.nasdaq.com/symbol/alc,
ALEX,"Alexander & Baldwin, Inc.",16.25,$1.18B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/alex,
ALX,"Alexander&#39;s, Inc.",282.56,$1.44B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/alx,
ARE,"Alexandria Real Estate Equities, Inc.",162.14,$21.88B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/are,
AQN,Algonquin Power & Utilities Corp.,15.71,$9.38B,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aqn,
AQNA,Algonquin Power & Utilities Corp.,27.77,n/a,2018,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aqna,
AQNB,Algonquin Power & Utilities Corp.,27.74,n/a,2019,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/aqnb,
BABA,Alibaba Group Holding Limited,276.48,$748.05B,2014,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/baba,
Y,Alleghany Corporation,589.88,$8.34B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/y,
ATI,Allegheny Technologies Incorporated,14.29,$1.81B,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/ati,
ALLE,Allegion plc,114.28,$10.52B,2013,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/alle,
ALE,"Allete, Inc.",57.79,$3B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ale,
ADS,Alliance Data Systems Corporation,74.57,$3.56B,2001,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ads,
AFB,Alliance National Municipal Income Fund Inc,14.11,$405.59M,2002,n/a,n/a,https://old.nasdaq.com/symbol/afb,
AWF,Alliance World Dollar Government Fund II,11.3,$974.4M,1993,n/a,n/a,https://old.nasdaq.com/symbol/awf,
AB,AllianceBernstein Holding L.P.,32.36,$3.11B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/ab,
AIO,AllianzGI Artificial Intelligence & Tech Opp Fd,23.95,$822.04M,2019,n/a,n/a,https://old.nasdaq.com/symbol/aio,
CBH,AllianzGI Convertible & Income 2024 Target Term Fund,9.73,$177.66M,2017,n/a,n/a,https://old.nasdaq.com/symbol/cbh,
NCV,AllianzGI Convertible & Income Fund,5.39,$487.11M,2003,n/a,n/a,https://old.nasdaq.com/symbol/ncv,
NCV^A,AllianzGI Convertible & Income Fund,26.74,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ncv^a,
NCZ,AllianzGI Convertible & Income Fund II,4.78,$363.83M,2003,n/a,n/a,https://old.nasdaq.com/symbol/ncz,
NCZ^A,AllianzGI Convertible & Income Fund II,26.42,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ncz^a,
ACV,AllianzGI Diversified Income & Convertible Fund,29.95,$310.1M,2015,n/a,n/a,https://old.nasdaq.com/symbol/acv,
NFJ,"AllianzGI Dividend, Interest & Premium Strategy Fu",13.03,$1.24B,2005,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/nfj,
NIE,AllianzGI Equity & Convertible Income Fund,26.97,$747.31M,2007,n/a,n/a,https://old.nasdaq.com/symbol/nie,
ALSN,"Allison Transmission Holdings, Inc.",41.3,$4.65B,2012,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/alsn,
ALL,Allstate Corporation (The),104.14,$31.67B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/all,
ALL^B,Allstate Corporation (The),26.89,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/all^b,
ALL^G,Allstate Corporation (The),27.995,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/all^g,
ALL^H,Allstate Corporation (The),27.57,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/all^h,
ALL^I,Allstate Corporation (The),27.25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/all^i,
ALLY,Ally Financial Inc.,30.67,$11.47B,2014,Finance,Major Banks,https://old.nasdaq.com/symbol/ally,
ALLY^A,Ally Financial Inc.,26.08,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ally^a,
PINE,"Alpine Income Property Trust, Inc.",15.98,$119.19M,2019,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/pine,
ALTG,Alta Equipment Group Inc.,9.31,$279.47M,2019,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/altg,
ALTG.WS,Alta Equipment Group Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/altg.ws,
ALIN^A,Altera Infrastructure L.P.,20.57,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alin^a,
ALIN^B,Altera Infrastructure L.P.,21.14,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alin^b,
ALIN^E,Altera Infrastructure L.P.,20.99,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alin^e,
AYX,"Alteryx, Inc.",119.45,$7.95B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ayx,
ATUS,"Altice USA, Inc.",34.33,$19.17B,2017,Consumer Services,Television Services,https://old.nasdaq.com/symbol/atus,
ATAC.U,Altimar Acquisition Corporation,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/atac.u,
MO,Altria Group,40.37,$75.02B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/mo,
ACH,Aluminum Corporation of China Limited,9.27,$6.31B,2001,Basic Industries,Aluminum,https://old.nasdaq.com/symbol/ach,
ALUS,Alussa Energy Acquisition Corp.,9.91,$356.14M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/alus,
ALUS.U,Alussa Energy Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/alus.u,
ALUS.WS,Alussa Energy Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/alus.ws,
AMBC,"Ambac Financial Group, Inc.",15.22,$697.22M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ambc,
AMBC.WS,"Ambac Financial Group, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ambc.ws,
ABEV,Ambev S.A.,2.73,$42.95B,2013,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/abev,
AMC,"AMC Entertainment Holdings, Inc.",4.45,$611.4M,2013,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/amc,
AMCR,Amcor plc,11.48,$18.01B,2019,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/amcr,
AEE,Ameren Corporation,78.99,$19.53B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/aee,
AMRC,"Ameresco, Inc.",44.23,$2.12B,2010,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/amrc,
AMOV,"America Movil, S.A.B. de C.V.",14.66,$49.12B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amov,
AMX,"America Movil, S.A.B. de C.V.",14.71,$49.29B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/amx,
AAT,"American Assets Trust, Inc.",30.18,$1.82B,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aat,
AXL,"American Axle & Manufacturing Holdings, Inc.",8.28,$937.9M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/axl,
ACC,American Campus Communities Inc,40.49,$5.57B,2004,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/acc,
AEO,"American Eagle Outfitters, Inc.",18.5,$3.07B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/aeo,
AEL,American Equity Investment Life Holding Company,27.26,$2.51B,2003,Finance,Life Insurance,https://old.nasdaq.com/symbol/ael,
AEL^A,American Equity Investment Life Holding Company,25.85,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ael^a,
AEL^B,American Equity Investment Life Holding Company,26.83,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ael^b,
AXP,American Express Company,120.59,$97.1B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/axp,
AFG,"American Financial Group, Inc.",93.13,$8.09B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afg,
AFGB,"American Financial Group, Inc.",27.8,n/a,2019,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afgb,
AFGC,"American Financial Group, Inc.",27.26,$27.21M,2019,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afgc,
AFGD,"American Financial Group, Inc.",27.44,n/a,2020,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afgd,
AFGE,"American Financial Group, Inc.",27.51,n/a,2020,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afge,
AMH,American Homes 4 Rent,28.53,$9.02B,2013,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/amh,
AMH^D,American Homes 4 Rent,25.95,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amh^d,
AMH^E,American Homes 4 Rent,25.96,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amh^e,
AMH^F,American Homes 4 Rent,26.09,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amh^f,
AMH^G,American Homes 4 Rent,26.26,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amh^g,
AMH^H,American Homes 4 Rent,27.34,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amh^h,
AIG,"American International Group, Inc.",39.71,$34.21B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/aig,
AIG.WS,"American International Group, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aig.ws,
AIG^A,"American International Group, Inc.",27.555,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aig^a,
ARL,"American Realty Investors, Inc.",9.06,$144.93M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/arl,
ARA,"American Renal Associates Holdings, Inc",11.42,$394.21M,2016,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/ara,
AWR,American States Water Company,75.16,$2.77B,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/awr,
AMT,American Tower Corporation (REIT),234.09,$103.99B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/amt,
AVD,American Vanguard Corporation,15.6,$472.49M,n/a,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/avd,
AWK,American Water Works,153.73,$27.87B,2008,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/awk,
AMWL,American Well Corporation,26.09,$6.13B,2020,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/amwl,
COLD,Americold Realty Trust,34,$6.97B,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cold,
AMP,"AMERIPRISE FINANCIAL SERVICES, LLC",190.75,$22.5B,n/a,Finance,Investment Managers,https://old.nasdaq.com/symbol/amp,
ABC,AmerisourceBergen Corporation (Holding Co),103.2,$21.08B,n/a,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/abc,
AMN,AMN Healthcare Services Inc,66.55,$3.13B,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/amn,
AMRX,"Amneal Pharmaceuticals, Inc.",4.07,$600.85M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amrx,
AP,Ampco-Pittsburgh Corporation,4.31,$78.92M,n/a,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/ap,
APH,Amphenol Corporation,131.95,$39.47B,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/aph,
AXR,AMREP Corporation,5.85,$42.84M,n/a,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/axr,
HKIB,AMTD International Inc.,6.65,$1.63B,2019,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/hkib,
AME,"AMTEK, Inc.",119.77,$27.55B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ame,
PLAN,"Anaplan, Inc.",68.81,$9.62B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/plan,
DYFN,Angel Oak Dynamic Financial Strategies Income Term Trust,17.6,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/dyfn,
FINS,Angel Oak Financial Strategies Income Term Trust,16.99,$258.74M,2019,n/a,n/a,https://old.nasdaq.com/symbol/fins,
AU,AngloGold Ashanti Limited,21.41,$8.91B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/au,
BUD,Anheuser-Busch Inbev SA,68.43,$134.91B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/bud,
NLY,Annaly Capital Management Inc,8.16,$11.41B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nly,
NLY^D,Annaly Capital Management Inc,25.405,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nly^d,
NLY^F,Annaly Capital Management Inc,24.08,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nly^f,
NLY^G,Annaly Capital Management Inc,22.68,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nly^g,
NLY^I,Annaly Capital Management Inc,24.09,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nly^i,
AM,Antero Midstream Corporation,6.97,$3.32B,2017,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/am,
AR,Antero Resources Corporation,4.19,$1.13B,2013,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ar,
ANTM,"Anthem, Inc.",312.8,$77.79B,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/antm,
ANH,Anworth Mortgage Asset  Corporation,2.25,$223.28M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/anh,
ANH^A,Anworth Mortgage Asset  Corporation,25.2002,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/anh^a,
ANH^B,Anworth Mortgage Asset  Corporation,23,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/anh^b,
ANH^C,Anworth Mortgage Asset  Corporation,24.1279,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/anh^c,
AON,Aon plc,206.58,$47.23B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/aon,
AIV,Apartment Investment and Management Company,30.78,$4.58B,1994,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aiv,
APG,APi Group Corporation,15.72,$2.67B,2020,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/apg,
ARI,Apollo Commercial Real Estate Finance,11.2,$1.57B,2009,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ari,
APO,"Apollo Global Management, Inc",43.87,$10.04B,2011,Finance,Investment Managers,https://old.nasdaq.com/symbol/apo,
APO^A,"Apollo Global Management, Inc",26.19,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/apo^a,
APO^B,"Apollo Global Management, Inc",27.19,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/apo^b,
AFT,Apollo Senior Floating Rate Fund Inc.,13.56,$211.17M,2011,n/a,n/a,https://old.nasdaq.com/symbol/aft,
APSG,Apollo Strategic Growth Capital,10,$1.03B,2020,Finance,Business Services,https://old.nasdaq.com/symbol/apsg,
APSG.U,Apollo Strategic Growth Capital,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/apsg.u,
APSG.WS,Apollo Strategic Growth Capital,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/apsg.ws,
AIF,Apollo Tactical Income Fund Inc.,13.6,$196.71M,2013,n/a,n/a,https://old.nasdaq.com/symbol/aif,
APLE,"Apple Hospitality REIT, Inc.",13.37,$2.99B,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/aple,
AIT,"Applied Industrial Technologies, Inc.",80.52,$3.12B,n/a,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/ait,
ATR,"AptarGroup, Inc.",127.24,$8.24B,n/a,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/atr,
APTV,Aptiv PLC,121.86,$32.91B,2011,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/aptv,
APTV^A,Aptiv PLC,145.43,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aptv^a,
ARMK,Aramark,36.18,$9.16B,2013,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/armk,
ABR,Arbor Realty Trust,13.69,$1.69B,2004,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/abr,
ABR^A,Arbor Realty Trust,25.57,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/abr^a,
ABR^B,Arbor Realty Trust,25.39,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/abr^b,
ABR^C,Arbor Realty Trust,25.8483,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/abr^c,
ARC,"ARC Document Solutions, Inc.",1.4,$61.41M,2004,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/arc,
MT,ArcelorMittal,18.28,$19.33B,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/mt,
MTCN,ArcelorMittal,44.7,n/a,2020,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/mtcn,
ARCH,"Arch Resources, Inc.",35.32,$535M,2016,Energy,Coal Mining,https://old.nasdaq.com/symbol/arch,
ADM,Archer-Daniels-Midland Company,50.45,$28.07B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/adm,
